# ID,Prediction,OTHER,SP(Sec/SPI),CS Position
FOXG_07142_21,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_20914_5,NO_SP,0.956256,0.043772,
FOXG_14570_5,NO_SP,0.986994,0.013021,
FOXG_22509_6,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22047_2,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_7,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_6,NO_SP,0.956256,0.043772,
FOXG_07142_22,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_07142_23,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_22509_8,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_9,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_05604_2,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_22509_10,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_6,NO_SP,0.986994,0.013021,
FOXG_22509_11,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_7,NO_SP,0.986994,0.013021,
FOXG_22509_12,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_7,NO_SP,0.956256,0.043772,
FOXG_17307_8,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14570_8,NO_SP,0.986994,0.013021,
FOXG_20914_8,NO_SP,0.956256,0.043772,
FOXG_22509_13,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_9,NO_SP,0.986994,0.013021,
FOXG_07142_24,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_07142_25,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_22509_14,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_9,NO_SP,0.956256,0.043772,
FOXG_22509_15,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_16,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_17,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_18,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_19,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_10,NO_SP,0.986994,0.013021,
FOXG_22509_20,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_07142_26,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_14882,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_20914_10,NO_SP,0.956256,0.043772,
FOXG_22509_21,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_11,NO_SP,0.956256,0.043772,
FOXG_20914_12,NO_SP,0.956256,0.043772,
FOXG_17307_9,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_15875,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_22,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_10,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14882_2,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_23,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_11,NO_SP,0.986994,0.013021,
FOXG_14570_12,NO_SP,0.986994,0.013021,
FOXG_20914_13,NO_SP,0.956256,0.043772,
FOXG_14570_13,NO_SP,0.986994,0.013021,
FOXG_22509_24,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_25,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_26,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_11,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_20914_14,NO_SP,0.956256,0.043772,
FOXG_20914_15,NO_SP,0.956256,0.043772,
FOXG_20914_16,NO_SP,0.956256,0.043772,
FOXG_14570_14,NO_SP,0.986994,0.013021,
FOXG_06911,SP,0.000296,0.999684,CS pos: 15-16. Pr: 0.9810
FOXG_22509_27,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_06911_2,SP,0.000296,0.999684,CS pos: 15-16. Pr: 0.9810
FOXG_22509_28,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_17,NO_SP,0.956256,0.043772,
FOXG_07142_27,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_20914_18,NO_SP,0.956256,0.043772,
FOXG_14570_15,NO_SP,0.986994,0.013021,
FOXG_22509_29,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_19,NO_SP,0.956256,0.043772,
FOXG_14570_16,NO_SP,0.986994,0.013021,
FOXG_22509_30,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_31,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_32,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_2,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_12,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14882_3,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_14570_17,NO_SP,0.986994,0.013021,
FOXG_22509_33,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_20,NO_SP,0.956256,0.043772,
FOXG_22509_34,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_18,NO_SP,0.986994,0.013021,
FOXG_22509_35,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_21,NO_SP,0.956256,0.043772,
FOXG_22509_36,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_22,NO_SP,0.956256,0.043772,
FOXG_20914_23,NO_SP,0.956256,0.043772,
FOXG_22509_37,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_38,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_39,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_40,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_19,NO_SP,0.986994,0.013021,
FOXG_14768_2,NO_SP,0.999982,0.000054,
FOXG_15875_3,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_41,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_24,NO_SP,0.956256,0.043772,
FOXG_22509_42,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_43,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_4,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_44,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_45,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_25,NO_SP,0.956256,0.043772,
FOXG_22509_46,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_20,NO_SP,0.986994,0.013021,
FOXG_22509_47,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_5,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_48,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_21,NO_SP,0.986994,0.013021,
FOXG_17307_13,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14570_22,NO_SP,0.986994,0.013021,
FOXG_15875_4,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_14,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_17307_15,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_49,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_5,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_50,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_51,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_6,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_52,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_53,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_23,NO_SP,0.986994,0.013021,
FOXG_14570_24,NO_SP,0.986994,0.013021,
FOXG_17307_16,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_54,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_55,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_7,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_56,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_57,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_58,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_59,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_60,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_61,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_6,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22047_3,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_62,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_25,NO_SP,0.986994,0.013021,
FOXG_17307_17,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_63,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_64,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_65,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_26,NO_SP,0.956256,0.043772,
FOXG_22509_66,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_7,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_67,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_68,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14882_8,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_05604_3,SP,0.000311,0.999658,CS pos: 24-25. Pr: 0.9772
FOXG_22509_69,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_18,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_20914_27,NO_SP,0.956256,0.043772,
FOXG_22509_70,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_26,NO_SP,0.986994,0.013021,
FOXG_15875_8,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_20914_28,NO_SP,0.956256,0.043772,
FOXG_17307_19,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_71,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_9,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_15875_10,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_72,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_20,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_73,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_11,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_74,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_75,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_29,NO_SP,0.956256,0.043772,
FOXG_22509_76,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_21,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_17307_22,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22047_4,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_17307_23,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_77,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_27,NO_SP,0.986994,0.013021,
FOXG_15875_12,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_78,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_79,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_28,NO_SP,0.986994,0.013021,
FOXG_22509_80,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_24,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_81,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_13,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_82,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_29,NO_SP,0.986994,0.013021,
FOXG_15875_14,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14882_9,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_20914_30,NO_SP,0.956256,0.043772,
FOXG_22509_83,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_15,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_84,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_31,NO_SP,0.956256,0.043772,
FOXG_20914_32,NO_SP,0.956256,0.043772,
FOXG_22509_85,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_86,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_33,NO_SP,0.956256,0.043772,
FOXG_15875_16,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_15875_17,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_87,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_88,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_89,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_34,NO_SP,0.956256,0.043772,
FOXG_22509_90,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_91,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_25,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_20914_35,NO_SP,0.956256,0.043772,
FOXG_22509_92,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_93,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_94,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_18,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14570_30,NO_SP,0.986994,0.013021,
FOXG_22509_95,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_19,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14882_10,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_96,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_97,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_98,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_5,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_99,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_26,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_100,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_101,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_102,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_27,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_103,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_31,NO_SP,0.986994,0.013021,
FOXG_22509_104,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_6,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22047_7,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_105,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_20,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_106,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_36,NO_SP,0.956256,0.043772,
FOXG_22509_107,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_108,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_109,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_110,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_37,NO_SP,0.956256,0.043772,
FOXG_22509_111,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_112,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_113,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_114,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_38,NO_SP,0.956256,0.043772,
FOXG_22509_115,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_116,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_117,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_118,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_119,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_21,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22047_8,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_15875_22,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_14882_11,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_22509_120,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_121,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_28,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_122,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_123,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_32,NO_SP,0.986994,0.013021,
FOXG_22509_124,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_23,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_17307_29,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_125,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_126,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_39,NO_SP,0.956256,0.043772,
FOXG_22509_127,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_128,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_129,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_130,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_9,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_14882_12,SP,0.000218,0.999766,CS pos: 18-19. Pr: 0.9805
FOXG_14570_33,NO_SP,0.986994,0.013021,
FOXG_22509_131,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_132,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_15875_24,SP,0.000216,0.999708,CS pos: 18-19. Pr: 0.9802
FOXG_22509_133,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_07142_28,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_22509_134,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_34,NO_SP,0.986994,0.013021,
FOXG_22509_135,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_30,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_14570_35,NO_SP,0.986994,0.013021,
FOXG_22509_136,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_07142_29,SP,0.000214,0.999752,CS pos: 18-19. Pr: 0.9802
FOXG_22509_137,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_31,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_138,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_32,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_20914_40,NO_SP,0.956256,0.043772,
FOXG_22509_139,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_140,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_141,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_41,NO_SP,0.956256,0.043772,
FOXG_22509_142,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_143,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_36,NO_SP,0.986994,0.013021,
FOXG_22047_10,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_144,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_145,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_17307_33,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_146,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_147,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22047_11,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_148,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_149,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_150,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_151,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_20914_42,NO_SP,0.956256,0.043772,
FOXG_22047_12,SP,0.000209,0.999743,CS pos: 19-20. Pr: 0.9783
FOXG_22509_152,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_22509_153,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
FOXG_14570_37,NO_SP,0.986994,0.013021,
FOXG_17307_34,SP,0.000192,0.999786,CS pos: 19-20. Pr: 0.9762
FOXG_22509_154,SP,0.000267,0.999716,CS pos: 16-17. Pr: 0.9732
