"","query","target","alntmscore","lddt","fident","alnlen","mismatch","gapopen","qstart","qend","tstart","tend","evalue","bits","taxid","taxname","taxlineage","query_effector_type_score","query_prediction","target_ID","database"
"11","FOXG_07142","AF-B8NIB8-F1-model_v4","0.7592","0.7035","0.275","305","180","12","2","291","1","279","3.867e-21","633","332952","Aspergillus flavus NRRL3357","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Circumdati;s_Aspergillus flavus;-_Aspergillus flavus NRRL3357",0.577,"Non-effector","B8NIB8","swissprot"
"12","FOXG_07142","AF-Q2UNW5-F1-model_v4","0.7588","0.7057","0.285","305","177","12","2","291","1","279","1.369e-21","646","510516","Aspergillus oryzae RIB40","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Circumdati;s_Aspergillus oryzae;-_Aspergillus oryzae RIB40",0.577,"Non-effector","Q2UNW5","swissprot"
"13","FOXG_07142","AF-O42807-F1-model_v4","0.7572","0.7017","0.275","305","180","11","2","291","1","279","6.424e-20","598","5061","Aspergillus niger","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Circumdati;s_Aspergillus niger",0.577,"Non-effector","O42807","swissprot"
"14","FOXG_07142","AF-A2QSY5-F1-model_v4","0.7528","0.706","0.266","312","174","11","1","291","2","279","9.852e-20","593","425011","Aspergillus niger CBS 513.88","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Circumdati;s_Aspergillus niger;-_Aspergillus niger CBS 513.88",0.577,"Non-effector","A2QSY5","swissprot"
"15","FOXG_22047","AF-A7UNK4-F1-model_v4","0.7392","0.6382","0.181","99","74","3","22","120","2","93","0.0002165","157","64660","Lyophyllum decastes","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Tricholomatineae;f_Lyophyllaceae;g_Lyophyllum;s_Lyophyllum decastes",0.708,"Apoplastic","A7UNK4","swissprot"
"16","FOXG_07142","AF-P47145-F1-model_v4","0.7185","0.6309","0.215","325","178","14","29","290","13","323","2.836e-18","511","559292","Saccharomyces cerevisiae S288C","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;f_Saccharomycetaceae;g_Saccharomyces;s_Saccharomyces cerevisiae;-_Saccharomyces cerevisiae S288C",0.577,"Non-effector","P47145","swissprot"
"17","FOXG_14570","AF-Q5KTN2-F1-model_v4","0.5851","0.762","0.254","106","77","2","1","106","1","104","0.0003561","138","48100","Alternaria solani","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Pleosporineae;f_Pleosporaceae;g_Alternaria;-_Alternaria sect. Porri;s_Alternaria solani",0.861,"Cytoplasmic","Q5KTN2","swissprot"
"18","FOXG_14570","AF-D4AY62-F1-model_v4","0.5528","0.7062","0.224","107","77","3","1","106","1","102","0.0008489","121","663331","Trichophyton benhamiae CBS 112371","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Onygenales;f_Arthrodermataceae;g_Trichophyton;s_Trichophyton benhamiae;-_Trichophyton benhamiae CBS 112371",0.861,"Cytoplasmic","D4AY62","swissprot"
"19","FOXG_05604","AF-Q00746-F1-model_v4","0.5093","0.4021","0.117","357","213","20","1","336","1","276","0.0001273","130","227321","Aspergillus nidulans FGSC A4","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Nidulantes;s_Aspergillus nidulans;-_Aspergillus nidulans FGSC A4",0.863,"Non-effector","Q00746","swissprot"
"20","FOXG_12469","AF-Q1E8D2-F1-model_v4","0.5093","0.5959","0.114","157","99","11","100","235","1","138","0.0004526","116","246410","Coccidioides immitis RS","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Onygenales;f_Onygenaceae;g_Coccidioides;s_Coccidioides immitis;-_Coccidioides immitis RS",0.58,"Apoplastic","Q1E8D2","swissprot"
"21","FOXG_05604","AF-P87020-F1-model_v4","0.5075","0.4068","0.141","375","207","25","1","336","1","299","8.862e-05","134","237561","Candida albicans SC5314","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Saccharomycotina;c_Saccharomycetes;o_Saccharomycetales;-_CUG-Ser1 clade;f_Debaryomycetaceae;-_Candida/Lodderomyces clade;g_Candida;s_Candida albicans;-_Candida albicans SC5314",0.863,"Non-effector","P87020","swissprot"
"22","FOXG_14069","AF-Q1E8D2-F1-model_v4","0.5068","0.5997","0.127","157","97","11","100","235","1","138","0.0006091","114","246410","Coccidioides immitis RS","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Onygenales;f_Onygenaceae;g_Coccidioides;s_Coccidioides immitis;-_Coccidioides immitis RS",0.573,"Apoplastic","Q1E8D2","swissprot"
"23","FOXG_05604","1eb6.cif.gz_A","0.7602","0.4699","0.147","237","136","14","63","296","3","176","0.0008428","147","5062","Aspergillus oryzae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Eurotiomycetidae;o_Eurotiales;f_Aspergillaceae;g_Aspergillus;-_Aspergillus subgen. Circumdati;s_Aspergillus oryzae",0.863,"Non-effector","1eb6","pdb"
"24","FOXG_12469","3sul.cif.gz_A","0.6018","0.5725","0.142","126","75","10","130","235","2","114","0.001104","113","153609","Moniliophthora perniciosa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Marasmiineae;f_Marasmiaceae;g_Moniliophthora;s_Moniliophthora perniciosa",0.58,"Apoplastic","3sul","pdb"
"25","FOXG_12469","2kqa.cif.gz_MODEL_14_A","0.5737","0.5276","0.148","121","72","9","133","235","3","110","0.001035","106","88771","Ceratocystis platani","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Microascales;f_Ceratocystidaceae;g_Ceratocystis;s_Ceratocystis platani",0.58,"Apoplastic","2kqa","pdb"
"26","FOXG_14069","2kqa.cif.gz_MODEL_14_A","0.5734","0.5218","0.165","121","70","9","133","235","3","110","0.001221","105","88771","Ceratocystis platani","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Microascales;f_Ceratocystidaceae;g_Ceratocystis;s_Ceratocystis platani",0.573,"Apoplastic","2kqa","pdb"
"27","FOXG_14069","3sul.cif.gz_A","0.5495","0.5106","0.145","124","75","8","130","235","2","112","0.001481","100","153609","Moniliophthora perniciosa","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Marasmiineae;f_Marasmiaceae;g_Moniliophthora;s_Moniliophthora perniciosa",0.573,"Apoplastic","3sul","pdb"
"28","FOXG_14768","AF-F9F5L1-F1-model_v4","0.8982","0.8316","0.428","56","32","0","55","110","19","74","0.0005276","194","660025","Fusarium oxysporum f. sp. conglutinans Fo5176","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum f. sp. conglutinans;-_Fusarium oxysporum f. sp. conglutinans Fo5176",0.504,"Non-effector","F9F5L1","uniprot50"
"29","FOXG_17307","AF-A0A094E4Z2-F1-model_v4","0.8771","0.6746","0.328","70","44","2","16","82","91","160","0.0004141","195","1420912","Pseudogymnoascus sp. VKM F-103","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Pseudeurotiaceae;g_Pseudogymnoascus;-_unclassified Pseudogymnoascus;s_Pseudogymnoascus sp. VKM F-103",0.931,"Apoplastic","A0A094E4Z2","uniprot50"
"30","FOXG_22058","AF-A0A1B8AQW3-F1-model_v4","0.8764","0.7105","0.26","73","53","1","211","282","113","185","0.0009425","198","36050","Fusarium poae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium sambucinum species complex;s_Fusarium poae",0.639,"Apoplastic","A0A1B8AQW3","uniprot50"
"31","FOXG_17307","AF-A0A6G1J3A6-F1-model_v4","0.8587","0.6557","0.272","77","54","2","18","93","1","76","0.0002897","195","1168545","Lentithecium fluviatile CBS 122367","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;-_Massarineae;f_Lentitheciaceae;g_Lentithecium;s_Lentithecium fluviatile;-_Lentithecium fluviatile CBS 122367",0.931,"Apoplastic","A0A6G1J3A6","uniprot50"
"32","FOXG_20914","AF-F9GAP4-F1-model_v4","0.8286","0.6764","0.277","83","55","2","54","131","2","84","0.0003768","172","660025","Fusarium oxysporum f. sp. conglutinans Fo5176","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum f. sp. conglutinans;-_Fusarium oxysporum f. sp. conglutinans Fo5176",0.5915,"Apoplastic/cytoplasmic","F9GAP4","uniprot50"
"33","FOXG_17307","AF-A0A6A6SQ41-F1-model_v4","0.8168","0.6174","0.215","65","48","2","18","80","215","278","0.0001597","191","1314788","Lophiostoma macrostomum CBS 122681","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_dothideomyceta;c_Dothideomycetes;-_Pleosporomycetidae;o_Pleosporales;f_Lophiostomataceae;g_Lophiostoma;s_Lophiostoma macrostomum;-_Lophiostoma macrostomum CBS 122681",0.931,"Apoplastic","A0A6A6SQ41","uniprot50"
"34","FOXG_14570","AF-A0A1Y2TWA8-F1-model_v4","0.8124","0.8386","0.185","108","87","1","1","107","1","108","0.0003701","188","1001937","Hypoxylon sp. EC38","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Xylariomycetidae;o_Xylariales;f_Hypoxylaceae;g_Hypoxylon;-_unclassified Hypoxylon;s_Hypoxylon sp. EC38",0.861,"Cytoplasmic","A0A1Y2TWA8","uniprot50"
"35","FOXG_17307","AF-A0A1B8E6X3-F1-model_v4","0.8106","0.669","0.256","74","45","3","19","82","62","135","0.0003263","189","1524831","Pseudogymnoascus sp. 23342-1-I1","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;-_Leotiomycetes incertae sedis;f_Pseudeurotiaceae;g_Pseudogymnoascus;-_unclassified Pseudogymnoascus;s_Pseudogymnoascus sp. 23342-1-I1",0.931,"Apoplastic","A0A1B8E6X3","uniprot50"
"36","FOXG_14570","AF-G2YAH4-F1-model_v4","0.809","0.819","0.18","111","90","1","4","113","3","113","0.0003029","188","999810","Botrytis cinerea T4","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Sclerotiniaceae;g_Botrytis;s_Botrytis cinerea;-_Botrytis cinerea T4",0.861,"Cytoplasmic","G2YAH4","uniprot50"
"37","FOXG_17307","AF-A0A1L7WQJ3-F1-model_v4","0.807","0.6562","0.225","80","53","5","18","92","184","259","0.0002283","192","576137","Phialocephala subalpina","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Mollisiaceae;g_Phialocephala;-_Phialocephala fortinii species complex;s_Phialocephala subalpina",0.931,"Apoplastic","A0A1L7WQJ3","uniprot50"
"38","FOXG_14570","AF-A0A6M7Z392-F1-model_v4","0.804","0.7399","0.347","69","44","1","38","106","87","154","0.0002833","178","660027","Fusarium oxysporum Fo47","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Hypocreomycetidae;o_Hypocreales;f_Nectriaceae;g_Fusarium;-_Fusarium oxysporum species complex;s_Fusarium oxysporum;-_Fusarium oxysporum Fo47",0.861,"Cytoplasmic","A0A6M7Z392","uniprot50"
"39","FOXG_22509","AF-A0A1Y1VSK8-F1-model_v4","0.7903","0.6775","0.132","106","85","3","18","123","58","156","0.0001496","199","1754192","Anaeromyces robustus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Anaeromyces;s_Anaeromyces robustus",0.623,"Non-effector","A0A1Y1VSK8","uniprot50"
"40","FOXG_17307","AF-H0EYU1-F1-model_v4","0.7831","0.6557","0.228","83","53","4","18","93","57","135","0.0003464","184","1104152","Glarea lozoyensis 74030","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Leotiomycetes;o_Helotiales;f_Helotiaceae;g_Glarea;s_Glarea lozoyensis;-_Glarea lozoyensis 74030",0.931,"Apoplastic","H0EYU1","uniprot50"
"41","FOXG_22509","AF-A0A1Y1VGZ9-F1-model_v4","0.7814","0.6784","0.183","109","82","3","16","123","61","163","0.0004622","184","1754191","Piromyces finnis","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Piromyces;s_Piromyces finnis",0.623,"Non-effector","A0A1Y1VGZ9","uniprot50"
"42","FOXG_22509","AF-A0A1Y3NKZ9-F1-model_v4","0.771","0.6782","0.19","110","80","4","16","123","61","163","0.0003051","188","73868","Piromyces sp. E2","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Piromyces;-_unclassified Piromyces;s_Piromyces sp. E2",0.623,"Non-effector","A0A1Y3NKZ9","uniprot50"
"43","FOXG_22509","AF-A0A1Y2A7E6-F1-model_v4","0.7703","0.6677","0.183","109","82","3","16","123","61","163","0.0002267","190","1754190","Neocallimastix californiae","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Neocallimastix;s_Neocallimastix californiae",0.623,"Non-effector","A0A1Y2A7E6","uniprot50"
"44","FOXG_14570","AF-A0A0D1ZLH5-F1-model_v4","0.7648","0.8049","0.176","85","69","1","23","106","7","91","0.0007719","170","91928","Exophiala spinifera","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;c_Eurotiomycetes;-_Chaetothyriomycetidae;o_Chaetothyriales;f_Herpotrichiellaceae;g_Exophiala;s_Exophiala spinifera",0.861,"Cytoplasmic","A0A0D1ZLH5","uniprot50"
"45","FOXG_17307","AF-A0A2Z6QPQ1-F1-model_v4","0.7572","0.6359","0.289","83","49","4","18","92","60","140","0.0001504","188","94130","Rhizophagus clarus","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Mucoromycota;-_Glomeromycotina;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Rhizophagus;s_Rhizophagus clarus",0.931,"Apoplastic","A0A2Z6QPQ1","uniprot50"
"46","FOXG_22509","AF-A0A2T0AG64-F1-model_v4","0.7485","0.6203","0.168","113","73","6","17","124","1","97","0.0008369","165","5286","Rhodotorula toruloides","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Pucciniomycotina;c_Microbotryomycetes;o_Sporidiobolales;f_Sporidiobolaceae;g_Rhodotorula;s_Rhodotorula toruloides",0.623,"Non-effector","A0A2T0AG64","uniprot50"
"47","FOXG_14570","AF-A0A507B5X1-F1-model_v4","0.7443","0.7655","0.241","91","66","2","23","112","56","144","0.0002318","177","1093900","Thyridium curvatum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Ascomycota;-_saccharomyceta;-_Pezizomycotina;-_leotiomyceta;-_sordariomyceta;c_Sordariomycetes;-_Sordariomycetes incertae sedis;f_Thyridiaceae;g_Thyridium;s_Thyridium curvatum",0.861,"Cytoplasmic","A0A507B5X1","uniprot50"
"48","FOXG_22509","AF-A0A427XWQ8-F1-model_v4","0.7402","0.64","0.189","111","81","3","14","124","188","289","0.0001112","190","105984","Apiotrichum porosum","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Tremellomycetes;o_Trichosporonales;f_Trichosporonaceae;g_Apiotrichum;s_Apiotrichum porosum",0.623,"Non-effector","A0A427XWQ8","uniprot50"
"49","FOXG_22047","AF-A7UNK4-F1-model_v4","0.7392","0.6382","0.181","99","74","3","22","120","2","93","0.0008564","157","64660","Lyophyllum decastes","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Agaricomycotina;c_Agaricomycetes;-_Agaricomycetidae;o_Agaricales;-_Tricholomatineae;f_Lyophyllaceae;g_Lyophyllum;s_Lyophyllum decastes",0.708,"Apoplastic","A7UNK4","uniprot50"
"50","FOXG_22509","AF-A0A1Y3NAX8-F1-model_v4","0.7391","0.6458","0.157","108","80","7","18","123","64","162","0.0001685","186","73868","Piromyces sp. E2","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Fungi incertae sedis;p_Chytridiomycota;-_Chytridiomycota incertae sedis;c_Neocallimastigomycetes;o_Neocallimastigales;f_Neocallimastigaceae;g_Piromyces;-_unclassified Piromyces;s_Piromyces sp. E2",0.623,"Non-effector","A0A1Y3NAX8","uniprot50"
"51","FOXG_22509","AF-A0A066W885-F1-model_v4","0.7336","0.6127","0.191","115","70","7","15","124","2","98","0.0004622","169","1037660","Tilletiaria anomala UBC 951","-_cellular organisms;d_Eukaryota;-_Opisthokonta;k_Fungi;-_Dikarya;p_Basidiomycota;-_Ustilaginomycotina;c_Exobasidiomycetes;o_Georgefischeriales;f_Tilletiariaceae;g_Tilletiaria;s_Tilletiaria anomala;-_Tilletiaria anomala UBC 951",0.623,"Non-effector","A0A066W885","uniprot50"
